"","artistic","conventional","enterprising","investigative","realisitc","social","income","link","full_title","career_cluster","career_pathway","soc","title","link2"
"226",22,100,28,39,50,17,35250,"https://www.onetonline.org/link/details/31-9094.00","31-9094.00 - Medical Transcriptionists","Health Science","Health Informatics","31-9094.00","Medical Transcriptionists","https://www.onetonline.org/link/details/31-9094.00"
"227",0,95,78,17,22,56,35260,"https://www.onetonline.org/link/details/43-4141.00","43-4141.00 - New Accounts Clerks","Business Management & Administration","Administrative Support","43-4141.00","New Accounts Clerks","https://www.onetonline.org/link/details/43-4141.00"
"228",0,95,78,6,17,22,35330,"https://www.onetonline.org/link/details/43-3011.00","43-3011.00 - Bill and Account Collectors","Finance","Banking Services","43-3011.00","Bill and Account Collectors","https://www.onetonline.org/link/details/43-3011.00"
"229",0,83,17,45,89,17,35370,"https://www.onetonline.org/link/details/31-9093.00","31-9093.00 - Medical Equipment Preparers","Health Science","Support Services","31-9093.00","Medical Equipment Preparers","https://www.onetonline.org/link/details/31-9093.00"
"230",6,67,17,45,100,0,35380,"https://www.onetonline.org/link/details/51-9021.00","51-9021.00 - Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Manufacturing","Production","51-9021.00","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","https://www.onetonline.org/link/details/51-9021.00"
"231",6,50,17,39,95,50,35520,"https://www.onetonline.org/link/details/33-9011.00","33-9011.00 - Animal Control Workers","Law, Public Safety, Corrections & Security","Law Enforcement Services","33-9011.00","Animal Control Workers","https://www.onetonline.org/link/details/33-9011.00"
"232",6,100,67,0,6,33,35590,"https://www.onetonline.org/link/details/43-6014.00","43-6014.00 - Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Business Management & Administration","Administrative Support","43-6014.00","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","https://www.onetonline.org/link/details/43-6014.00"
"233",0,22,100,0,33,33,35660,"https://www.onetonline.org/link/details/13-1074.00","13-1074.00 - Farm Labor Contractors","Agriculture, Food & Natural Resources","Agribusiness Systems","13-1074.00","Farm Labor Contractors","https://www.onetonline.org/link/details/13-1074.00"
"234",6,28,17,22,100,0,35680,"https://www.onetonline.org/link/details/49-3052.00","49-3052.00 - Motorcycle Mechanics","Transportation, Distribution & Logistics","Facility and Mobile Equipment Maintenance","49-3052.00","Motorcycle Mechanics","https://www.onetonline.org/link/details/49-3052.00"
"235",0,56,17,28,100,17,35710,"https://www.onetonline.org/link/details/47-5081.00","47-5081.00 - Helpers--Extraction Workers","Architecture & Construction","Construction","47-5081.00","Helpers--Extraction Workers","https://www.onetonline.org/link/details/47-5081.00"
"236",11,67,17,11,89,6,35760,"https://www.onetonline.org/link/details/51-5112.00","51-5112.00 - Printing Press Operators","Arts, Audio/Video Technology & Communications","Printing Technology","51-5112.00","Printing Press Operators","https://www.onetonline.org/link/details/51-5112.00"
"237",6,61,11,50,100,0,35770,"https://www.onetonline.org/link/details/49-9064.00","49-9064.00 - Watch Repairers","Manufacturing","Maintenance, Installation & Repair","49-9064.00","Watch Repairers","https://www.onetonline.org/link/details/49-9064.00"
"238",6,67,22,28,45,56,35910,"https://www.onetonline.org/link/details/29-2057.00","29-2057.00 - Ophthalmic Medical Technicians","Health Science","Therapeutic Services","29-2057.00","Ophthalmic Medical Technicians","https://www.onetonline.org/link/details/29-2057.00"
"239",28,33,50,50,72,39,36130,"https://www.onetonline.org/link/details/19-4093.00","19-4093.00 - Forest and Conservation Technicians","Agriculture, Food & Natural Resources","Natural Resources Systems","19-4093.00","Forest and Conservation Technicians","https://www.onetonline.org/link/details/19-4093.00"
"240",0,45,22,6,100,0,36160,"https://www.onetonline.org/link/details/53-7081.00","53-7081.00 - Refuse and Recyclable Material Collectors","Agriculture, Food & Natural Resources","Environmental Service Systems","53-7081.00","Refuse and Recyclable Material Collectors","https://www.onetonline.org/link/details/53-7081.00"
"241",11,72,89,11,56,56,36250,"https://www.onetonline.org/link/details/29-2081.00","29-2081.00 - Opticians, Dispensing","Health Science","Therapeutic Services","29-2081.00","Opticians, Dispensing","https://www.onetonline.org/link/details/29-2081.00"
"242",11,89,78,6,11,50,36280,"https://www.onetonline.org/link/details/43-4181.00","43-4181.00 - Reservation and Transportation Ticket Agents and Travel Clerks","Hospitality & Tourism","Travel & Tourism","43-4181.00","Reservation and Transportation Ticket Agents and Travel Clerks","https://www.onetonline.org/link/details/43-4181.00"
"243",6,95,50,0,50,56,36320,"https://www.onetonline.org/link/details/43-2021.00","43-2021.00 - Telephone Operators","Business Management & Administration","Administrative Support","43-2021.00","Telephone Operators","https://www.onetonline.org/link/details/43-2021.00"
"244",6,33,17,17,100,0,36390,"https://www.onetonline.org/link/details/51-4194.00","51-4194.00 - Tool Grinders, Filers, and Sharpeners","Manufacturing","Production","51-4194.00","Tool Grinders, Filers, and Sharpeners","https://www.onetonline.org/link/details/51-4194.00"
"245",6,22,22,6,100,6,36460,"https://www.onetonline.org/link/details/37-3013.00","37-3013.00 - Tree Trimmers and Pruners","Agriculture, Food & Natural Resources","Plant Systems","37-3013.00","Tree Trimmers and Pruners","https://www.onetonline.org/link/details/37-3013.00"
"246",61,50,11,50,100,6,36530,"https://www.onetonline.org/link/details/49-9063.00","49-9063.00 - Musical Instrument Repairers and Tuners","Manufacturing","Maintenance, Installation & Repair","49-9063.00","Musical Instrument Repairers and Tuners","https://www.onetonline.org/link/details/49-9063.00"
"247",6,67,22,56,100,0,36580,"https://www.onetonline.org/link/details/51-9141.00","51-9141.00 - Semiconductor Processors","Manufacturing","Production","51-9141.00","Semiconductor Processors","https://www.onetonline.org/link/details/51-9141.00"
"248",0,61,6,45,100,0,36600,"https://www.onetonline.org/link/details/51-9023.00","51-9023.00 - Mixing and Blending Machine Setters, Operators, and Tenders","Manufacturing","Production","51-9023.00","Mixing and Blending Machine Setters, Operators, and Tenders","https://www.onetonline.org/link/details/51-9023.00"
"249",17,95,56,22,28,28,36620,"https://www.onetonline.org/link/details/43-4021.00","43-4021.00 - Correspondence Clerks","Business Management & Administration","Administrative Support","43-4021.00","Correspondence Clerks","https://www.onetonline.org/link/details/43-4021.00"
"250",6,100,72,17,28,50,36860,"https://www.onetonline.org/link/details/43-3021.01","43-3021.01 - Statement Clerks","Transportation, Distribution & Logistics","Sales and Service","43-3021.00","Billing and Posting Clerks","https://www.onetonline.org/link/details/43-3021.01"
"251",0,100,67,22,33,22,36860,"https://www.onetonline.org/link/details/43-3021.02","43-3021.02 - Billing, Cost, and Rate Clerks","Transportation, Distribution & Logistics","Sales and Service","43-3021.00","Billing and Posting Clerks","https://www.onetonline.org/link/details/43-3021.02"
"252",0,100,67,22,33,22,36860,"https://www.onetonline.org/link/details/43-3021.02","43-3021.02 - Billing, Cost, and Rate Clerks","Transportation, Distribution & Logistics","Sales and Service","43-3021.02","Billing, Cost, and Rate Clerks","https://www.onetonline.org/link/details/43-3021.02"
"253",6,100,72,17,28,50,36860,"https://www.onetonline.org/link/details/43-3021.01","43-3021.01 - Statement Clerks","Transportation, Distribution & Logistics","Sales and Service","43-3021.01","Statement Clerks","https://www.onetonline.org/link/details/43-3021.01"
"254",0,67,17,33,100,6,36860,"https://www.onetonline.org/link/details/53-7121.00","53-7121.00 - Tank Car, Truck, and Ship Loaders","Transportation, Distribution & Logistics","Transportation Operations","53-7121.00","Tank Car, Truck, and Ship Loaders","https://www.onetonline.org/link/details/53-7121.00"
"255",0,17,6,0,100,0,36950,"https://www.onetonline.org/link/details/47-2043.00","47-2043.00 - Floor Sanders and Finishers","Architecture & Construction","Construction","47-2043.00","Floor Sanders and Finishers","https://www.onetonline.org/link/details/47-2043.00"
"256",0,17,6,6,100,0,36960,"https://www.onetonline.org/link/details/47-5071.00","47-5071.00 - Roustabouts, Oil and Gas","Architecture & Construction","Construction","47-5071.00","Roustabouts, Oil and Gas","https://www.onetonline.org/link/details/47-5071.00"
"257",28,78,100,6,22,45,36990,"https://www.onetonline.org/link/details/41-3041.00","41-3041.00 - Travel Agents","Hospitality & Tourism","Travel & Tourism","41-3041.00","Travel Agents","https://www.onetonline.org/link/details/41-3041.00"
"258",17,61,17,22,100,0,37030,"https://www.onetonline.org/link/details/47-2142.00","47-2142.00 - Paperhangers","Architecture & Construction","Construction","47-2142.00","Paperhangers","https://www.onetonline.org/link/details/47-2142.00"
"259",0,22,11,6,95,0,37050,"https://www.onetonline.org/link/details/47-2131.00","47-2131.00 - Insulation Workers, Floor, Ceiling, and Wall","Architecture & Construction","Construction","47-2131.00","Insulation Workers, Floor, Ceiling, and Wall","https://www.onetonline.org/link/details/47-2131.00"
"260",6,56,33,33,89,17,37190,"https://www.onetonline.org/link/details/49-2097.00","49-2097.00 - Electronic Home Entertainment Equipment Installers and Repairers","Manufacturing","Maintenance, Installation & Repair","49-2097.00","Electronic Home Entertainment Equipment Installers and Repairers","https://www.onetonline.org/link/details/49-2097.00"
"261",22,33,11,61,100,56,37190,"https://www.onetonline.org/link/details/51-9082.00","51-9082.00 - Medical Appliance Technicians","Manufacturing","Maintenance, Installation & Repair","51-9082.00","Medical Appliance Technicians","https://www.onetonline.org/link/details/51-9082.00"
"262",6,61,39,39,100,0,37190,"https://www.onetonline.org/link/details/51-4122.00","51-4122.00 - Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Manufacturing","Production","51-4122.00","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","https://www.onetonline.org/link/details/51-4122.00"
"263",6,50,22,61,100,6,37200,"https://www.onetonline.org/link/details/49-3092.00","49-3092.00 - Recreational Vehicle Service Technicians","Transportation, Distribution & Logistics","Facility and Mobile Equipment Maintenance","49-3092.00","Recreational Vehicle Service Technicians","https://www.onetonline.org/link/details/49-3092.00"
"264",0,56,11,61,95,22,37220,"https://www.onetonline.org/link/details/31-9099.02","31-9099.02 - Endoscopy Technicians","Health Science","Support Services","31-9099.02","Endoscopy Technicians","https://www.onetonline.org/link/details/31-9099.02"
"265",17,78,28,33,33,89,37220,"https://www.onetonline.org/link/details/31-9099.01","31-9099.01 - Speech-Language Pathology Assistants","Health Science","Support Services","31-9099.00","Healthcare Support Workers, All Other","https://www.onetonline.org/link/details/31-9099.01"
"266",0,56,11,61,95,22,37220,"https://www.onetonline.org/link/details/31-9099.02","31-9099.02 - Endoscopy Technicians","Health Science","Support Services","31-9099.00","Healthcare Support Workers, All Other","https://www.onetonline.org/link/details/31-9099.02"
"267",17,78,28,33,33,89,37220,"https://www.onetonline.org/link/details/31-9099.01","31-9099.01 - Speech-Language Pathology Assistants","Health Science","Support Services","31-9099.01","Speech-Language Pathology Assistants","https://www.onetonline.org/link/details/31-9099.01"
"268",11,67,17,61,100,0,37270,"https://www.onetonline.org/link/details/51-4032.00","51-4032.00 - Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Manufacturing","Production","51-4032.00","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","https://www.onetonline.org/link/details/51-4032.00"
"269",0,89,67,6,11,22,37290,"https://www.onetonline.org/link/details/43-4041.01","43-4041.01 - Credit Authorizers","Finance","Banking Services","43-4041.01","Credit Authorizers","https://www.onetonline.org/link/details/43-4041.01"
"270",0,89,67,6,11,22,37290,"https://www.onetonline.org/link/details/43-4041.01","43-4041.01 - Credit Authorizers","Finance","Banking Services","43-4041.00","Credit Authorizers, Checkers, and Clerks","https://www.onetonline.org/link/details/43-4041.01"
"271",0,95,72,28,17,33,37290,"https://www.onetonline.org/link/details/43-4041.02","43-4041.02 - Credit Checkers","Finance","Banking Services","43-4041.00","Credit Authorizers, Checkers, and Clerks","https://www.onetonline.org/link/details/43-4041.02"
"272",0,95,72,28,17,33,37290,"https://www.onetonline.org/link/details/43-4041.02","43-4041.02 - Credit Checkers","Finance","Banking Services","43-4041.02","Credit Checkers","https://www.onetonline.org/link/details/43-4041.02"
"273",0,100,56,17,45,39,37300,"https://www.onetonline.org/link/details/43-4031.01","43-4031.01 - Court Clerks","Government & Public Administration","Public Management and Administration","43-4031.01","Court Clerks","https://www.onetonline.org/link/details/43-4031.01"
"274",0,100,56,17,45,39,37300,"https://www.onetonline.org/link/details/43-4031.01","43-4031.01 - Court Clerks","Government & Public Administration","Public Management and Administration","43-4031.00","Court, Municipal, and License Clerks","https://www.onetonline.org/link/details/43-4031.01"
"275",6,100,67,33,17,33,37300,"https://www.onetonline.org/link/details/43-4031.02","43-4031.02 - Municipal Clerks","Government & Public Administration","Public Management and Administration","43-4031.00","Court, Municipal, and License Clerks","https://www.onetonline.org/link/details/43-4031.02"
"276",0,95,61,6,6,33,37300,"https://www.onetonline.org/link/details/43-4031.03","43-4031.03 - License Clerks","Government & Public Administration","Public Management and Administration","43-4031.00","Court, Municipal, and License Clerks","https://www.onetonline.org/link/details/43-4031.03"
"277",0,95,61,6,6,33,37300,"https://www.onetonline.org/link/details/43-4031.03","43-4031.03 - License Clerks","Government & Public Administration","Public Management and Administration","43-4031.03","License Clerks","https://www.onetonline.org/link/details/43-4031.03"
"278",6,100,67,33,17,33,37300,"https://www.onetonline.org/link/details/43-4031.02","43-4031.02 - Municipal Clerks","Government & Public Administration","Public Management and Administration","43-4031.02","Municipal Clerks","https://www.onetonline.org/link/details/43-4031.02"
"279",6,39,17,22,100,0,37300,"https://www.onetonline.org/link/details/51-4191.00","51-4191.00 - Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Manufacturing","Production","51-4191.00","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","https://www.onetonline.org/link/details/51-4191.00"
